回号,抽せん日,当選番号,ストレート,ボックス,セット（ストレート）,セット（ボックス）,ミニ,販売実績額
5717,2021/06/17,089,107,579.0,208.0,1370.0,485,
5718,2021/06/18,752,113,771.0,189.0,1524.0,381,
5719,2021/06/21,367,177,751.0,268.0,1251.0,557,
5720,2021/06/22,400,127,205.0,133.0,264.0,706,
5721,2021/06/23,836,48,563.0,198.0,1204.0,443,
5722,2021/06/24,153,144,688.0,217.0,1377.0,512,
5723,2021/06/25,093,108,524.0,182.0,1009.0,406,
5724,2021/06/28,479,147,785.0,327.0,1351.0,573,
5725,2021/06/29,736,126,539.0,236.0,1002.0,481,
5726,2021/06/30,389,116,580.0,252.0,1095.0,457,
5727,2021/07/01,472,76,778.0,273.0,1544.0,469,
5728,2021/07/02,759,117,494.0,216.0,1003.0,535,
5729,2021/07/05,591,107,699.0,185.0,1277.0,442,
5730,2021/07/06,641,103,504.0,117.0,1237.0,341,
5731,2021/07/07,888,505,,,,672,
5732,2021/07/08,758,153,514.0,292.0,893.0,656,
5733,2021/07/09,292,74,277.0,157.0,467.0,524,
5734,2021/07/12,768,164,479.0,184.0,842.0,534,
5735,2021/07/13,293,74,428.0,200.0,1042.0,485,
5736,2021/07/14,740,149,386.0,116.0,901.0,540,
5737,2021/07/15,920,140,465.0,253.0,952.0,380,
5738,2021/07/16,090,131,453.0,244.0,445.0,988,
5739,2021/07/19,415,211,778.0,459.0,1435.0,640,
5740,2021/07/20,900,143,250.0,136.0,308.0,602,
5741,2021/07/21,803,78,494.0,227.0,1016.0,321,
5742,2021/07/22,764,108,432.0,143.0,887.0,655,
5743,2021/07/23,378,150,567.0,308.0,1069.0,572,
5744,2021/07/26,388,201,231.0,160.0,339.0,539,
5745,2021/07/27,556,134,160.0,173.0,192.0,834,
5746,2021/07/28,614,160,407.0,269.0,821.0,490,
5747,2021/07/29,764,125,492.0,157.0,898.0,315,
5748,2021/07/30,704,144,458.0,271.0,755.0,378,
5749,2021/08/02,239,259,764.0,366.0,1360.0,897,
5750,2021/08/03,240,253,619.0,412.0,1063.0,449,
5751,2021/08/04,696,117,208.0,115.0,259.0,550,
5752,2021/08/05,345,91,413.0,264.0,689.0,462,
5753,2021/08/06,163,254,583.0,282.0,1209.0,512,
5754,2021/08/09,419,287,575.0,298.0,993.0,909,
5755,2021/08/10,599,148,145.0,82.0,206.0,600,
5756,2021/08/11,261,151,601.0,195.0,1414.0,393,
5757,2021/08/12,745,142,358.0,171.0,833.0,375,
5758,2021/08/13,707,241,250.0,147.0,289.0,447,
5759,2021/08/16,746,247,707.0,264.0,1231.0,645,
5760,2021/08/17,630,233,503.0,203.0,911.0,403,
5761,2021/08/18,144,229,289.0,108.0,353.0,686,
5762,2021/08/19,034,160,436.0,147.0,909.0,476,
5763,2021/08/20,862,166,609.0,230.0,1216.0,473,
5764,2021/08/23,128,316,799.0,396.0,1457.0,909,
5765,2021/08/24,841,120,677.0,214.0,1200.0,390,
5766,2021/08/25,760,69,406.0,175.0,812.0,291,
5767,2021/08/26,987,159,549.0,200.0,1031.0,644,
5768,2021/08/27,413,214,480.0,318.0,981.0,591,
5769,2021/08/30,412,350,754.0,311.0,1328.0,451,
5770,2021/08/31,335,78,225.0,253.0,299.0,514,
5771,2021/09/01,502,360,435.0,228.0,813.0,379,
5772,2021/09/02,933,193,252.0,110.0,313.0,534,
5773,2021/09/03,099,390,255.0,154.0,357.0,502,
5774,2021/09/06,595,321,277.0,136.0,340.0,409,
5775,2021/09/07,059,293,692.0,211.0,1412.0,399,
5776,2021/09/08,547,294,468.0,145.0,874.0,473,
5777,2021/09/09,916,99,506.0,333.0,1027.0,438,
5778,2021/09/10,931,241,610.0,203.0,1436.0,440,
5779,2021/09/13,040,424,199.0,168.0,189.0,496,
5780,2021/09/14,468,70,496.0,278.0,939.0,403,
5781,2021/09/15,032,428,435.0,205.0,973.0,629,
5782,2021/09/16,662,213,208.0,129.0,303.0,362,
5783,2021/09/17,714,153,733.0,372.0,1423.0,454,
5784,2021/09/20,723,192,725.0,450.0,1318.0,571,
5785,2021/09/21,114,101,248.0,245.0,319.0,337,
5786,2021/09/22,708,63,355.0,162.0,721.0,349,
5787,2021/09/23,975,69,361.0,152.0,752.0,550,
5788,2021/09/24,262,47,275.0,121.0,476.0,382,
5789,2021/09/27,275,78,796.0,283.0,1488.0,381,
5790,2021/09/28,226,108,220.0,239.0,267.0,528,
5791,2021/09/29,610,121,391.0,237.0,713.0,416,
5792,2021/09/30,606,78,409.0,216.0,462.0,523,
5793,2021/10/01,910,123,494.0,260.0,1011.0,494,
5794,2021/10/04,876,52,501.0,136.0,833.0,458,
5795,2021/10/05,033,58,294.0,166.0,420.0,674,
5796,2021/10/06,649,60,707.0,268.0,1167.0,849,
5797,2021/10/07,716,86,522.0,349.0,1084.0,477,
5798,2021/10/08,071,42,685.0,142.0,1356.0,397,
5799,2021/10/11,473,80,551.0,165.0,1141.0,741,
5800,2021/10/12,461,56,545.0,184.0,1176.0,338,
5801,2021/10/13,642,52,556.0,182.0,1175.0,499,
5802,2021/10/14,019,59,387.0,115.0,849.0,406,
5803,2021/10/15,968,53,385.0,177.0,798.0,401,
5804,2021/10/18,527,121,808.0,379.0,1356.0,654,
5805,2021/10/19,491,42,466.0,128.0,978.0,785,
5806,2021/10/20,353,41,229.0,125.0,305.0,1393,
5807,2021/10/21,722,132,265.0,192.0,367.0,1370,
5808,2021/10/22,426,122,608.0,291.0,1098.0,1194,
5809,2021/10/25,970,73,764.0,234.0,1301.0,3420,
5810,2021/10/26,495,51,630.0,187.0,1353.0,787,
5811,2021/10/27,488,45,291.0,108.0,327.0,630,
5812,2021/10/28,187,54,522.0,180.0,1164.0,479,
5813,2021/10/29,236,119,793.0,390.0,1528.0,717,
5814,2021/11/01,042,99,912.0,196.0,1596.0,1010,
5815,2021/11/02,265,56,627.0,217.0,1307.0,2070,
5816,2021/11/03,188,56,214.0,139.0,378.0,1785,
5817,2021/11/04,063,75,434.0,118.0,904.0,453,
5818,2021/11/05,169,59,680.0,258.0,1487.0,509,
5819,2021/11/08,576,96,683.0,155.0,1257.0,815,
5820,2021/11/09,024,55,469.0,156.0,980.0,687,
5821,2021/11/10,905,75,394.0,196.0,782.0,893,
5822,2021/11/11,748,59,511.0,205.0,974.0,549,
5823,2021/11/12,635,116,608.0,234.0,1251.0,547,
5824,2021/11/15,245,89,824.0,284.0,1621.0,549,
5825,2021/11/16,313,100,270.0,193.0,375.0,564,
5826,2021/11/17,967,62,491.0,185.0,914.0,442,
5827,2021/11/18,802,62,408.0,262.0,871.0,392,
5828,2021/11/19,571,67,677.0,234.0,1490.0,499,
5829,2021/11/22,363,88,249.0,147.0,303.0,591,
5830,2021/11/23,549,58,394.0,147.0,885.0,428,
5831,2021/11/24,448,93,357.0,239.0,324.0,479,
5832,2021/11/25,357,149,867.0,440.0,1472.0,651,
5833,2021/11/26,931,51,566.0,196.0,1237.0,450,
5834,2021/11/29,935,131,643.0,298.0,1090.0,434,
5835,2021/11/30,840,85,497.0,169.0,1065.0,572,
5836,2021/12/01,126,114,619.0,406.0,1366.0,631,
5837,2021/12/02,398,63,487.0,200.0,931.0,859,
5838,2021/12/03,856,85,626.0,246.0,1235.0,480,
5839,2021/12/06,075,90,581.0,157.0,1116.0,578,
5840,2021/12/07,871,41,489.0,139.0,1141.0,305,
5841,2021/12/08,570,26,383.0,88.0,814.0,329,
5842,2021/12/09,398,80,488.0,213.0,885.0,342,
5843,2021/12/10,540,69,459.0,144.0,1042.0,474,
5844,2021/12/13,418,169,750.0,358.0,1305.0,653,
5845,2021/12/14,702,51,426.0,173.0,891.0,389,
5846,2021/12/15,728,156,606.0,382.0,1060.0,493,
5847,2021/12/16,074,54,499.0,144.0,1072.0,481,
5848,2021/12/17,050,49,218.0,129.0,292.0,411,
5849,2021/12/20,245,87,666.0,274.0,1160.0,672,
5850,2021/12/21,858,37,226.0,126.0,268.0,609,
5851,2021/12/22,365,105,587.0,257.0,1045.0,515,
5852,2021/12/23,486,73,650.0,202.0,1194.0,684,
5853,2021/12/24,069,55,554.0,179.0,1179.0,682,
5854,2021/12/27,692,85,685.0,233.0,1418.0,566,
5855,2021/12/28,553,80,255.0,137.0,340.0,603,
5856,2021/12/29,737,64,258.0,140.0,359.0,891,
5857,2021/12/30,131,121,446.0,248.0,657.0,590,
5858,2022/01/04,394,74,547.0,226.0,1126.0,599,
5859,2022/01/05,917,169,550.0,338.0,973.0,715,
5860,2022/01/06,201,41,441.0,179.0,968.0,812,
5861,2022/01/07,698,38,429.0,155.0,870.0,575,
5862,2022/01/10,758,112,795.0,299.0,1421.0,596,
5863,2022/01/11,906,87,470.0,222.0,910.0,389,
5864,2022/01/12,372,102,622.0,240.0,1166.0,506,
5865,2022/01/13,387,61,552.0,159.0,1128.0,627,
5866,2022/01/14,946,66,719.0,222.0,1444.0,807,
5867,2022/01/17,529,195,816.0,362.0,1357.0,1021,
5868,2022/01/18,118,267,489.0,547.0,392.0,759,
5869,2022/01/19,330,119,240.0,191.0,299.0,672,
5870,2022/01/20,739,49,531.0,232.0,1060.0,562,
5871,2022/01/21,597,77,556.0,189.0,943.0,760,
5872,2022/01/24,207,104,635.0,220.0,957.0,606,
5873,2022/01/25,607,85,375.0,145.0,702.0,319,
5874,2022/01/26,988,72,261.0,157.0,306.0,586,
5875,2022/01/27,995,49,177.0,101.0,252.0,456,
5876,2022/01/28,355,105,346.0,216.0,326.0,852,
5877,2022/01/31,125,225,875.0,426.0,1408.0,759,
5878,2022/02/01,372,91,662.0,261.0,1274.0,538,
5879,2022/02/02,160,44,405.0,101.0,889.0,599,
5880,2022/02/03,839,76,744.0,230.0,1602.0,647,
5881,2022/02/04,094,87,561.0,215.0,1206.0,567,
5882,2022/02/07,138,125,952.0,287.0,1735.0,1082,
5883,2022/02/08,355,114,269.0,207.0,275.0,527,
5884,2022/02/09,008,40,250.0,142.0,379.0,452,
5885,2022/02/10,577,68,274.0,143.0,396.0,848,
5886,2022/02/11,888,453,,,,912,
5887,2022/02/14,973,79,674.0,174.0,1408.0,632,
5888,2022/02/15,280,61,486.0,137.0,921.0,430,
5889,2022/02/16,494,117,268.0,136.0,303.0,390,
5890,2022/02/17,719,198,535.0,281.0,933.0,583,
5891,2022/02/18,098,98,759.0,275.0,1682.0,821,
5892,2022/02/21,991,82,440.0,176.0,577.0,479,
5893,2022/02/22,481,48,568.0,138.0,1092.0,477,
5894,2022/02/23,520,68,431.0,179.0,786.0,482,
5895,2022/02/24,811,116,261.0,188.0,460.0,678,
5896,2022/02/25,951,52,592.0,194.0,1206.0,500,
5897,2022/02/28,358,520,1304.0,1054.0,1798.0,771,
5898,2022/03/01,463,113,696.0,258.0,1340.0,638,
5899,2022/03/02,735,108,878.0,331.0,1595.0,548,
5900,2022/03/03,907,139,572.0,261.0,971.0,496,
5901,2022/03/04,432,77,548.0,198.0,1195.0,530,
5902,2022/03/07,493,75,708.0,224.0,1297.0,715,
5903,2022/03/08,348,71,557.0,212.0,1081.0,852,
5904,2022/03/09,516,134,561.0,308.0,1112.0,732,
5905,2022/03/10,920,196,519.0,216.0,945.0,575,
5906,2022/03/11,790,67,462.0,153.0,927.0,615,
5907,2022/03/14,552,67,262.0,151.0,376.0,603,
5908,2022/03/15,805,106,576.0,265.0,1028.0,552,
5909,2022/03/16,567,155,436.0,288.0,730.0,650,
5910,2022/03/17,798,256,627.0,276.0,1402.0,778,
5911,2022/03/18,529,90,581.0,329.0,1148.0,681,
5912,2022/03/21,133,94,310.0,124.0,558.0,940,
5913,2022/03/22,428,78,537.0,297.0,972.0,579,
5914,2022/03/23,028,113,446.0,103.0,792.0,456,
5915,2022/03/24,959,90,192.0,148.0,218.0,421,
5916,2022/03/25,928,311,639.0,440.0,1212.0,730,
5917,2022/03/28,943,122,716.0,246.0,1316.0,876,
5918,2022/03/29,515,145,243.0,218.0,306.0,650,
5919,2022/03/30,522,122,298.0,183.0,391.0,776,
5920,2022/03/31,733,47,353.0,146.0,441.0,812,
5921,2022/04/01,194,236,536.0,227.0,1090.0,835,
5922,2022/04/04,060,88,264.0,149.0,314.0,658,
5923,2022/04/05,106,88,542.0,274.0,992.0,546,
5924,2022/04/06,922,104,238.0,206.0,282.0,581,
5925,2022/04/07,622,371,282.0,238.0,439.0,548,
5926,2022/04/08,683,81,590.0,198.0,1308.0,1201,
5927,2022/04/11,391,106,766.0,266.0,1638.0,480,
5928,2022/04/12,338,82,210.0,143.0,265.0,448,
5929,2022/04/13,882,64,297.0,164.0,358.0,474,
5930,2022/04/14,859,179,419.0,151.0,983.0,418,
5931,2022/04/15,451,75,981.0,205.0,2052.0,431,
5932,2022/04/18,950,91,714.0,264.0,1302.0,513,
5933,2022/04/19,124,98,515.0,269.0,1024.0,472,
5934,2022/04/20,162,43,602.0,168.0,1438.0,428,
5935,2022/04/21,040,69,214.0,121.0,257.0,657,
5936,2022/04/22,193,127,651.0,310.0,1257.0,628,
5937,2022/04/25,696,74,339.0,215.0,351.0,783,
5938,2022/04/26,939,53,298.0,144.0,268.0,665,
5939,2022/04/27,183,120,650.0,237.0,1524.0,587,
5940,2022/04/28,621,118,553.0,249.0,1079.0,890,
5941,2022/04/29,226,173,406.0,326.0,404.0,571,
5942,2022/05/02,468,107,720.0,368.0,1193.0,794,
5943,2022/05/03,985,61,444.0,126.0,944.0,552,
5944,2022/05/04,394,173,702.0,251.0,1183.0,563,
5945,2022/05/05,655,203,250.0,89.0,338.0,858,
5946,2022/05/06,529,132,680.0,376.0,1186.0,678,
5947,2022/05/09,283,128,740.0,269.0,1401.0,731,
5948,2022/05/10,408,112,383.0,233.0,702.0,509,
5949,2022/05/11,713,107,760.0,323.0,1568.0,525,
5950,2022/05/12,264,78,703.0,189.0,1387.0,511,
5951,2022/05/13,612,96,675.0,272.0,1336.0,481,
5952,2022/05/16,981,65,664.0,167.0,1542.0,655,
5953,2022/05/17,150,71,458.0,134.0,1102.0,489,
5954,2022/05/18,007,116,318.0,213.0,342.0,433,
5955,2022/05/19,603,81,428.0,224.0,905.0,390,
5956,2022/05/20,941,47,544.0,149.0,1157.0,541,
5957,2022/05/23,319,157,1124.0,485.0,1900.0,679,
5958,2022/05/24,123,145,600.0,428.0,1022.0,824,
5959,2022/05/25,940,59,363.0,115.0,876.0,592,
5960,2022/05/26,544,61,312.0,100.0,464.0,720,
5961,2022/05/27,431,55,554.0,197.0,1286.0,582,
5962,2022/05/30,250,84,576.0,179.0,1035.0,485,
5963,2022/05/31,790,51,464.0,131.0,929.0,436,
5964,2022/06/01,030,43,218.0,122.0,314.0,541,
5965,2022/06/02,044,121,325.0,156.0,393.0,605,
5966,2022/06/03,677,88,208.0,120.0,284.0,889,
5967,2022/06/06,739,101,672.0,275.0,1232.0,747,
5968,2022/06/07,936,93,700.0,236.0,1733.0,585,
5969,2022/06/08,640,63,517.0,190.0,927.0,660,
5970,2022/06/09,415,134,593.0,400.0,1111.0,492,
5971,2022/06/10,274,109,759.0,298.0,1553.0,747,
5972,2022/06/13,272,80,400.0,158.0,586.0,589,
5973,2022/06/14,753,74,603.0,249.0,1139.0,610,
5974,2022/06/15,492,55,555.0,182.0,1193.0,523,
5975,2022/06/16,597,45,501.0,198.0,1067.0,537,
5976,2022/06/17,087,65,468.0,159.0,1091.0,630,
5977,2022/06/20,112,148,366.0,256.0,454.0,609,
5978,2022/06/21,445,57,150.0,150.0,192.0,535,
5979,2022/06/22,377,104,283.0,138.0,395.0,681,
5980,2022/06/23,844,72,228.0,115.0,327.0,726,
5981,2022/06/24,959,83,456.0,148.0,591.0,582,
5982,2022/06/27,953,100,713.0,213.0,1353.0,600,
5983,2022/06/28,098,181,502.0,186.0,1107.0,652,
5984,2022/06/29,483,78,446.0,154.0,811.0,557,
5985,2022/06/30,134,69,434.0,161.0,981.0,676,
5986,2022/07/01,089,174,463.0,163.0,951.0,622,
5987,2022/07/04,671,67,632.0,240.0,1279.0,738,
5988,2022/07/05,640,58,338.0,103.0,713.0,686,
5989,2022/07/06,771,74,246.0,152.0,393.0,365,
5990,2022/07/07,628,78,581.0,261.0,1224.0,669,
5991,2022/07/08,641,55,573.0,169.0,1338.0,556,
5992,2022/07/11,606,85,347.0,200.0,510.0,514,
5993,2022/07/12,043,66,386.0,150.0,715.0,576,
5994,2022/07/13,689,56,315.0,138.0,698.0,562,
5995,2022/07/14,949,90,280.0,128.0,295.0,522,
5996,2022/07/15,359,73,583.0,231.0,1057.0,469,
5997,2022/07/18,994,77,203.0,149.0,252.0,754,
5998,2022/07/19,459,112,751.0,360.0,1301.0,538,
5999,2022/07/20,941,55,539.0,198.0,1103.0,504,
6000,2022/07/21,217,268,1015.0,467.0,2198.0,683,
6001,2022/07/22,414,85,306.0,186.0,290.0,560,
6002,2022/07/25,370,68,730.0,209.0,1346.0,524,
6003,2022/07/26,208,35,430.0,195.0,904.0,476,
6004,2022/07/27,047,92,638.0,203.0,1258.0,600,
6005,2022/07/28,691,185,583.0,191.0,1341.0,465,
6006,2022/07/29,705,135,517.0,358.0,929.0,380,
6007,2022/08/01,827,105,649.0,283.0,1249.0,717,
6008,2022/08/02,890,62,592.0,232.0,1188.0,446,
6009,2022/08/03,818,139,313.0,295.0,345.0,526,
6010,2022/08/04,475,70,396.0,187.0,783.0,544,
6011,2022/08/05,509,93,534.0,266.0,986.0,819,
6012,2022/08/08,546,149,485.0,155.0,1067.0,695,
6013,2022/08/09,498,67,489.0,248.0,1138.0,683,
6014,2022/08/10,257,75,542.0,231.0,1167.0,552,
6015,2022/08/11,802,56,371.0,176.0,797.0,546,
6016,2022/08/12,731,121,704.0,316.0,1322.0,576,
6017,2022/08/15,033,89,341.0,143.0,405.0,1145,
6018,2022/08/16,624,102,633.0,279.0,1156.0,626,
6019,2022/08/17,287,180,630.0,132.0,1193.0,569,
6020,2022/08/18,302,99,419.0,214.0,784.0,459,
6021,2022/08/19,462,79,565.0,152.0,1176.0,607,
6022,2022/08/22,849,74,505.0,171.0,1093.0,605,
6023,2022/08/23,048,46,497.0,154.0,921.0,647,
6024,2022/08/24,877,82,286.0,165.0,353.0,675,
6025,2022/08/25,252,66,238.0,137.0,407.0,517,
6026,2022/08/26,514,129,547.0,355.0,1154.0,624,
6027,2022/08/29,988,87,310.0,134.0,320.0,718,
6028,2022/08/30,879,67,678.0,258.0,1199.0,619,
6029,2022/08/31,685,284,409.0,167.0,834.0,369,
6030,2022/09/01,353,66,260.0,152.0,308.0,573,
6031,2022/09/02,347,68,555.0,254.0,1122.0,657,
6032,2022/09/05,591,81,729.0,225.0,1312.0,771,
6033,2022/09/06,114,89,227.0,211.0,261.0,482,
6034,2022/09/07,892,48,429.0,157.0,1080.0,358,
6035,2022/09/08,020,131,229.0,185.0,289.0,551,
6036,2022/09/09,566,86,174.0,116.0,236.0,1442,
6037,2022/09/12,411,91,255.0,175.0,340.0,685,
6038,2022/09/13,170,171,397.0,158.0,907.0,371,
6039,2022/09/14,318,145,532.0,362.0,1216.0,511,
6040,2022/09/15,988,56,219.0,147.0,281.0,626,
6041,2022/09/16,979,56,338.0,148.0,410.0,767,
6042,2022/09/19,445,176,254.0,180.0,258.0,630,
6043,2022/09/20,232,36,292.0,147.0,468.0,679,
6044,2022/09/21,281,30,519.0,126.0,1226.0,419,
6045,2022/09/22,595,33,256.0,128.0,267.0,522,
6046,2022/09/23,278,42,467.0,172.0,945.0,691,
6047,2022/09/26,222,648,,,,759,
6048,2022/09/27,443,84,204.0,149.0,270.0,440,
6049,2022/09/28,727,214,330.0,292.0,360.0,479,
6050,2022/09/29,274,85,664.0,282.0,1492.0,504,
6051,2022/09/30,125,116,503.0,308.0,1030.0,503,
6052,2022/10/03,394,68,689.0,281.0,1327.0,588,
6053,2022/10/04,009,100,283.0,172.0,365.0,560,
6054,2022/10/05,146,53,426.0,136.0,1104.0,625,
6055,2022/10/06,432,69,398.0,164.0,996.0,416,
6056,2022/10/07,031,62,523.0,178.0,1161.0,468,
6057,2022/10/10,139,62,766.0,251.0,1793.0,601,
6058,2022/10/11,601,73,355.0,135.0,781.0,335,
6059,2022/10/12,630,86,469.0,208.0,942.0,429,
6060,2022/10/13,280,39,387.0,119.0,930.0,392,
6061,2022/10/14,595,97,255.0,183.0,310.0,593,
6062,2022/10/17,763,108,570.0,229.0,1012.0,713,
6063,2022/10/18,809,82,564.0,281.0,1222.0,378,
6064,2022/10/19,002,100,194.0,177.0,219.0,385,
6065,2022/10/20,804,47,337.0,180.0,720.0,544,
6066,2022/10/21,570,93,415.0,157.0,949.0,505,
6067,2022/10/24,030,112,261.0,217.0,365.0,445,
6068,2022/10/25,046,184,417.0,178.0,873.0,474,
6069,2022/10/26,605,85,418.0,164.0,920.0,491,
6070,2022/10/27,850,64,476.0,188.0,1006.0,635,
6071,2022/10/28,849,83,436.0,152.0,1116.0,490,
6072,2022/10/31,986,66,462.0,150.0,890.0,544,
6073,2022/11/01,281,36,490.0,134.0,1143.0,432,
6074,2022/11/02,746,76,451.0,203.0,990.0,504,
6075,2022/11/03,065,43,359.0,94.0,793.0,536,
6076,2022/11/04,763,63,437.0,207.0,952.0,539,
6077,2022/11/07,089,100,1088.0,308.0,2183.0,672,
6078,2022/11/08,800,87,352.0,210.0,459.0,1166,
6079,2022/11/09,054,57,446.0,164.0,1090.0,879,
6080,2022/11/10,394,163,575.0,230.0,1092.0,553,
6081,2022/11/11,754,56,424.0,126.0,908.0,525,
6082,2022/11/14,659,202,533.0,167.0,991.0,628,
6083,2022/11/15,641,90,485.0,166.0,1003.0,613,
6084,2022/11/16,824,108,553.0,252.0,1077.0,585,
6085,2022/11/17,930,185,422.0,265.0,969.0,437,
6086,2022/11/18,947,52,549.0,210.0,1145.0,512,
6087,2022/11/21,590,65,657.0,221.0,1449.0,592,
6088,2022/11/22,348,65,412.0,166.0,817.0,593,
6089,2022/11/23,533,54,247.0,111.0,297.0,697,
6090,2022/11/24,438,99,385.0,156.0,751.0,580,
6091,2022/11/25,424,338,261.0,193.0,318.0,558,
6092,2022/11/28,754,78,574.0,194.0,1017.0,588,
6093,2022/11/29,386,66,533.0,216.0,1204.0,386,
6094,2022/11/30,589,107,546.0,296.0,899.0,522,
6095,2022/12/01,978,88,548.0,169.0,986.0,546,
6096,2022/12/02,447,91,246.0,188.0,310.0,622,
6097,2022/12/05,468,127,806.0,414.0,1402.0,580,
6098,2022/12/06,658,61,483.0,150.0,1009.0,556,
6099,2022/12/07,745,103,650.0,259.0,1456.0,566,
6100,2022/12/08,671,201,420.0,138.0,957.0,490,
6101,2022/12/09,742,79,684.0,247.0,1428.0,980,
6102,2022/12/12,636,276,317.0,149.0,350.0,774,
6103,2022/12/13,638,95,700.0,307.0,1198.0,535,
6104,2022/12/14,799,54,141.0,98.0,233.0,1036,
6105,2022/12/15,613,219,615.0,279.0,1318.0,731,
6106,2022/12/16,559,97,243.0,152.0,270.0,536,
6107,2022/12/19,460,103,545.0,192.0,1047.0,655,
6108,2022/12/20,229,106,266.0,165.0,350.0,556,
6109,2022/12/21,947,72,473.0,203.0,949.0,561,
6110,2022/12/22,035,73,456.0,161.0,1002.0,564,
6111,2022/12/23,329,131,589.0,275.0,1137.0,750,
6112,2022/12/26,857,80,648.0,183.0,1231.0,555,
6113,2022/12/27,929,115,286.0,260.0,284.0,686,
6114,2022/12/28,958,385,613.0,250.0,1226.0,593,
6115,2022/12/29,194,82,500.0,242.0,952.0,666,
6116,2022/12/30,953,106,865.0,273.0,1947.0,633,
6117,2023/01/04,091,55,483.0,140.0,1190.0,436,
6118,2023/01/05,433,258,294.0,112.0,261.0,651,
6119,2023/01/06,185,167,687.0,224.0,1309.0,565,
6120,2023/01/09,661,67,280.0,163.0,418.0,688,
6121,2023/01/10,203,64,416.0,173.0,797.0,436,
6122,2023/01/11,895,77,476.0,169.0,1056.0,624,
6123,2023/01/12,055,75,233.0,96.0,337.0,744,
6124,2023/01/13,118,150,308.0,360.0,357.0,576,
6125,2023/01/16,169,98,779.0,283.0,1514.0,802,
6126,2023/01/17,625,152,566.0,297.0,1127.0,647,
6127,2023/01/18,963,116,772.0,272.0,1635.0,559,
6128,2023/01/19,611,102,277.0,202.0,402.0,640,
6129,2023/01/20,630,88,541.0,244.0,1052.0,588,
6130,2023/01/23,606,132,427.0,222.0,599.0,597,
6131,2023/01/24,167,95,403.0,164.0,1028.0,810,
6132,2023/01/25,252,80,237.0,144.0,339.0,499,
6133,2023/01/26,637,171,473.0,200.0,1089.0,755,
6134,2023/01/27,310,125,455.0,283.0,904.0,753,
6135,2023/01/30,108,134,614.0,366.0,1041.0,631,
6136,2023/01/31,482,232,479.0,151.0,1092.0,521,
6137,2023/02/01,226,175,325.0,347.0,363.0,746,
6138,2023/02/02,596,65,426.0,211.0,845.0,539,
6139,2023/02/03,566,61,217.0,130.0,299.0,820,
6140,2023/02/06,514,150,695.0,362.0,1331.0,709,
6141,2023/02/07,168,166,626.0,390.0,1120.0,553,
6142,2023/02/08,716,102,472.0,317.0,871.0,670,
6143,2023/02/09,310,99,410.0,211.0,797.0,404,
6144,2023/02/10,470,67,450.0,136.0,1132.0,494,
6145,2023/02/13,309,148,547.0,246.0,988.0,799,
6146,2023/02/14,727,101,250.0,194.0,262.0,568,
6147,2023/02/15,268,103,566.0,266.0,1180.0,510,
6148,2023/02/16,657,48,447.0,165.0,815.0,458,
6149,2023/02/17,986,40,519.0,157.0,1130.0,523,
6150,2023/02/20,800,97,320.0,224.0,355.0,808,
6151,2023/02/21,520,78,411.0,172.0,770.0,549,
6152,2023/02/22,460,70,406.0,188.0,819.0,494,
6153,2023/02/23,909,71,203.0,171.0,247.0,571,
6154,2023/02/24,432,69,509.0,212.0,1028.0,620,
6155,2023/02/27,424,99,325.0,217.0,336.0,643,
6156,2023/02/28,715,258,624.0,445.0,1283.0,706,
6157,2023/03/01,989,78,279.0,216.0,400.0,548,
6158,2023/03/02,474,45,204.0,120.0,269.0,679,
6159,2023/03/03,609,72,497.0,243.0,974.0,696,
6160,2023/03/06,145,313,691.0,189.0,1435.0,1260,
6161,2023/03/07,276,84,501.0,222.0,1169.0,1035,
6162,2023/03/08,175,107,523.0,245.0,1094.0,682,
6163,2023/03/09,092,107,418.0,168.0,974.0,888,
6164,2023/03/10,429,154,556.0,296.0,935.0,1571,
6165,2023/03/13,674,133,558.0,193.0,1264.0,999,
6166,2023/03/14,144,61,193.0,126.0,332.0,858,
6167,2023/03/15,134,76,662.0,184.0,1386.0,601,
6168,2023/03/16,232,61,313.0,123.0,525.0,600,
6169,2023/03/17,161,78,219.0,102.0,446.0,534,
6170,2023/03/20,675,99,467.0,146.0,858.0,718,
6171,2023/03/21,337,66,263.0,172.0,348.0,484,
6172,2023/03/22,928,120,442.0,305.0,894.0,699,
6173,2023/03/23,325,158,515.0,382.0,1084.0,534,
6174,2023/03/24,484,177,287.0,189.0,313.0,1345,
6175,2023/03/27,321,366,780.0,376.0,1361.0,909,
6176,2023/03/28,137,67,485.0,190.0,1104.0,628,
6177,2023/03/29,320,98,408.0,271.0,795.0,378,
6178,2023/03/30,839,51,564.0,195.0,1189.0,710,
6179,2023/03/31,694,85,485.0,281.0,1147.0,874,
6180,2023/04/03,009,127,347.0,177.0,426.0,926,
6181,2023/04/04,911,139,383.0,253.0,509.0,582,
6182,2023/04/05,644,120,212.0,160.0,259.0,616,
6183,2023/04/06,258,253,561.0,285.0,1151.0,710,
6184,2023/04/07,278,78,534.0,239.0,1193.0,650,
6185,2023/04/10,847,122,421.0,162.0,984.0,982,
6186,2023/04/11,600,56,180.0,112.0,186.0,598,
6187,2023/04/12,890,111,869.0,295.0,2200.0,510,
6188,2023/04/13,101,146,255.0,223.0,328.0,546,
6189,2023/04/14,543,58,491.0,148.0,965.0,658,
