回号,抽せん日,当選番号,ストレート,ボックス,セット（ストレート）,セット（ボックス）,ミニ,販売実績額
0384,1998/04/29,690,158,771.0,230.0,1469.0,625,154420400.0
0385,1998/05/01,332,295,446.0,288.0,681.0,837,180136200.0
0386,1998/05/04,578,177,708.0,258.0,1212.0,577,150349200.0
0387,1998/05/06,396,216,1057.0,294.0,2111.0,498,159371400.0
0388,1998/05/08,227,463,455.0,592.0,598.0,1032,172629800.0
0389,1998/05/11,275,312,1772.0,384.0,2602.0,718,182136800.0
0390,1998/05/13,956,205,936.0,288.0,1916.0,875,172509200.0
0391,1998/05/15,066,223,286.0,182.0,631.0,941,185257200.0
0392,1998/05/18,426,396,1557.0,502.0,2005.0,930,183570400.0
0393,1998/05/20,029,235,986.0,319.0,1913.0,582,169131600.0
0394,1998/05/22,729,357,1168.0,570.0,2124.0,587,175237200.0
0395,1998/05/25,440,311,373.0,337.0,588.0,614,180849400.0
0396,1998/05/27,963,256,1416.0,360.0,2269.0,845,173217000.0
0397,1998/05/29,345,274,656.0,354.0,996.0,763,173144400.0
0398,1998/06/01,274,277,1482.0,418.0,2205.0,702,185425800.0
0399,1998/06/03,816,329,1001.0,519.0,1829.0,846,169541400.0
0400,1998/06/05,596,295,1118.0,464.0,2041.0,599,181571600.0
0401,1998/06/08,354,195,899.0,182.0,1243.0,709,180689400.0
0402,1998/06/10,058,231,904.0,297.0,1750.0,662,172513600.0
0403,1998/06/12,431,184,996.0,238.0,1673.0,910,184947200.0
0404,1998/06/15,109,418,1197.0,581.0,1756.0,729,191579000.0
0405,1998/06/17,891,228,1021.0,330.0,2271.0,532,175533400.0
0406,1998/06/19,222,1209,,,,883,180467800.0
0407,1998/06/22,042,224,1062.0,286.0,1874.0,716,184198400.0
0408,1998/06/24,237,319,1223.0,422.0,2229.0,1001,177778600.0
0409,1998/06/26,400,177,258.0,186.0,467.0,542,189181800.0
0410,1998/06/29,866,170,256.0,155.0,513.0,803,186394800.0
0411,1998/07/01,636,193,300.0,191.0,474.0,967,186253000.0
0412,1998/07/03,514,451,1186.0,630.0,1924.0,1045,194722800.0
0413,1998/07/06,910,328,1340.0,381.0,1988.0,718,194238000.0
0414,1998/07/08,737,262,416.0,249.0,676.0,742,179448400.0
0415,1998/07/10,834,217,888.0,308.0,1810.0,727,188265400.0
0416,1998/07/13,001,297,359.0,234.0,438.0,536,197152400.0
0417,1998/07/15,371,293,1514.0,371.0,2473.0,648,183028200.0
0418,1998/07/17,429,362,1089.0,553.0,1871.0,881,188233800.0
0419,1998/07/20,723,456,1243.0,499.0,1885.0,909,163780000.0
0420,1998/07/22,427,393,1435.0,520.0,1971.0,923,171377000.0
0421,1998/07/24,402,241,1069.0,317.0,1620.0,492,179474800.0
0422,1998/07/27,495,149,800.0,249.0,1812.0,741,185409200.0
0423,1998/07/29,367,275,1037.0,384.0,1733.0,693,174871600.0
0424,1998/07/31,043,291,909.0,516.0,1523.0,720,180411400.0
0425,1998/08/03,535,233,356.0,224.0,541.0,962,186246000.0
0426,1998/08/05,618,361,1168.0,481.0,2216.0,1079,175799200.0
0427,1998/08/07,159,248,999.0,348.0,1727.0,560,178729000.0
0428,1998/08/10,512,426,1475.0,512.0,2633.0,678,174633800.0
0429,1998/08/12,641,209,939.0,268.0,1839.0,565,162211400.0
0430,1998/08/14,652,191,1077.0,273.0,1993.0,593,157780600.0
0431,1998/08/17,219,278,1035.0,438.0,1888.0,609,166663000.0
0432,1998/08/19,163,317,1185.0,429.0,2065.0,640,156391800.0
0433,1998/08/21,255,238,402.0,276.0,706.0,708,167591000.0
0434,1998/08/24,698,154,626.0,234.0,1171.0,682,174061400.0
0435,1998/08/26,161,194,404.0,193.0,807.0,457,175398200.0
0436,1998/08/28,244,235,386.0,238.0,596.0,774,176302000.0
0437,1998/08/31,727,442,455.0,503.0,561.0,1069,189668400.0
0438,1998/09/02,235,446,1609.0,608.0,2571.0,910,180945200.0
0439,1998/09/04,605,280,967.0,362.0,1710.0,579,185533800.0
0440,1998/09/07,520,294,1018.0,373.0,1525.0,578,185252800.0
0441,1998/09/09,196,192,1061.0,349.0,2020.0,778,171219400.0
0442,1998/09/11,174,225,1629.0,339.0,2863.0,665,176255200.0
0443,1998/09/14,198,243,1148.0,403.0,2161.0,585,181702200.0
0444,1998/09/16,107,283,745.0,425.0,1217.0,511,158679600.0
0445,1998/09/18,087,195,664.0,297.0,1496.0,815,172481400.0
0446,1998/09/21,531,438,1873.0,521.0,2693.0,773,171171200.0
0447,1998/09/23,453,156,747.0,209.0,1314.0,1068,139712800.0
0448,1998/09/25,785,152,724.0,214.0,1358.0,583,166490600.0
0449,1998/09/28,048,215,768.0,273.0,1310.0,819,181734400.0
0450,1998/09/30,033,203,392.0,192.0,672.0,677,172045600.0
0451,1998/10/02,423,295,1188.0,429.0,1729.0,919,178918000.0
0452,1998/10/05,666,1171,,,,726,188464200.0
0453,1998/10/07,102,409,1245.0,494.0,1450.0,587,166015800.0
0454,1998/10/09,713,374,1375.0,396.0,2107.0,907,177303800.0
0455,1998/10/12,612,381,1531.0,512.0,2445.0,818,182277400.0
0456,1998/10/14,887,244,218.0,212.0,360.0,488,161816000.0
0457,1998/10/16,189,294,1200.0,392.0,2187.0,1087,173132600.0
0458,1998/10/19,383,219,292.0,232.0,442.0,545,176640000.0
0459,1998/10/21,620,242,865.0,286.0,1536.0,562,163002600.0
0460,1998/10/23,150,219,1076.0,185.0,2042.0,583,175036000.0
0461,1998/10/26,190,360,1365.0,364.0,2406.0,505,184397200.0
0462,1998/10/28,292,191,439.0,226.0,847.0,582,169826400.0
0463,1998/10/30,994,254,273.0,262.0,550.0,639,176615800.0
0464,1998/11/02,086,155,788.0,196.0,1410.0,514,186670200.0
0465,1998/11/04,095,255,950.0,305.0,2092.0,434,168828000.0
0466,1998/11/06,256,354,1043.0,427.0,1833.0,830,177113600.0
0467,1998/11/09,882,359,426.0,296.0,573.0,692,180510800.0
0468,1998/11/11,687,206,702.0,255.0,1174.0,523,168965000.0
0469,1998/11/13,949,112,163.0,134.0,329.0,676,173561200.0
0470,1998/11/16,577,211,282.0,190.0,591.0,1012,183212200.0
0471,1998/11/18,301,330,1138.0,470.0,2072.0,621,166517000.0
0472,1998/11/20,616,306,371.0,369.0,507.0,785,168227200.0
0473,1998/11/23,407,270,642.0,313.0,1098.0,424,147049000.0
0474,1998/11/25,041,231,995.0,193.0,1847.0,515,163847400.0
0475,1998/11/27,583,243,1347.0,347.0,2329.0,709,177254000.0
0476,1998/11/30,111,1957,,,,842,180628800.0
0477,1998/12/02,498,154,519.0,248.0,1009.0,811,160815800.0
0478,1998/12/04,277,231,386.0,252.0,622.0,571,166322000.0
0479,1998/12/07,962,190,1159.0,319.0,2397.0,755,173221000.0
0480,1998/12/09,335,369,430.0,384.0,536.0,1275,165901200.0
0481,1998/12/11,550,310,478.0,353.0,789.0,781,172523000.0
0482,1998/12/14,818,341,417.0,383.0,583.0,897,183336600.0
0483,1998/12/16,075,232,870.0,330.0,1736.0,603,177059600.0
0484,1998/12/18,899,236,448.0,277.0,906.0,868,179194800.0
0485,1998/12/21,485,277,917.0,454.0,1527.0,724,188286000.0
0486,1998/12/23,932,204,995.0,312.0,2091.0,676,165230600.0
0487,1998/12/25,856,205,1020.0,362.0,1855.0,876,184748000.0
0488,1998/12/28,115,531,570.0,613.0,529.0,1096,189961200.0
0489,1998/12/30,618,259,1116.0,474.0,2123.0,745,163247200.0
0490,1999/01/04,634,187,710.0,311.0,1295.0,587,144344800.0
0491,1999/01/06,995,256,226.0,297.0,364.0,534,168423000.0
0492,1999/01/08,931,184,994.0,282.0,2072.0,602,172577000.0
0493,1999/01/11,385,711,1950.0,787.0,2659.0,666,193912400.0
0494,1999/01/13,153,358,2024.0,378.0,3211.0,826,178143600.0
0495,1999/01/15,827,295,1148.0,510.0,2008.0,1159,170701000.0
0496,1999/01/18,028,219,1078.0,363.0,1806.0,919,192205600.0
0497,1999/01/20,595,250,366.0,396.0,555.0,597,176328600.0
0498,1999/01/22,211,257,855.0,336.0,1118.0,650,184005400.0
0499,1999/01/25,012,404,1517.0,407.0,2125.0,902,192117600.0
0500,1999/01/27,679,217,646.0,295.0,1405.0,539,186551600.0
0501,1999/01/29,640,176,977.0,279.0,1759.0,1792,190219400.0
0502,1999/02/01,929,283,421.0,421.0,598.0,1023,199496000.0
0503,1999/02/03,782,211,804.0,262.0,1599.0,581,177969600.0
0504,1999/02/05,947,190,986.0,322.0,1908.0,871,187115000.0
0505,1999/02/08,480,157,915.0,257.0,1617.0,482,197426000.0
0506,1999/02/10,993,301,307.0,311.0,451.0,722,182118400.0
0507,1999/02/12,172,174,1212.0,279.0,2305.0,784,178738600.0
0508,1999/02/15,295,326,1815.0,581.0,3556.0,843,192018000.0
0509,1999/02/17,831,356,1391.0,471.0,2566.0,788,178418200.0
0510,1999/02/19,253,271,1714.0,358.0,3120.0,830,181195000.0
0511,1999/02/22,914,312,1207.0,506.0,2216.0,837,188809800.0
0512,1999/02/24,947,169,626.0,220.0,1232.0,635,166965600.0
0513,1999/02/26,900,164,311.0,198.0,730.0,860,189710200.0
0514,1999/03/01,122,345,577.0,412.0,904.0,701,192018600.0
0515,1999/03/03,286,212,1206.0,413.0,2250.0,840,180177200.0
0516,1999/03/05,583,258,1575.0,396.0,2831.0,591,181155200.0
0517,1999/03/08,287,166,1129.0,312.0,2174.0,683,184666400.0
0518,1999/03/10,402,221,891.0,364.0,1452.0,471,173509600.0
0519,1999/03/12,658,202,764.0,252.0,1512.0,994,177744400.0
0520,1999/03/15,493,192,863.0,286.0,1786.0,734,175224000.0
0521,1999/03/17,535,189,305.0,207.0,450.0,1184,166570400.0
0522,1999/03/19,073,143,785.0,244.0,1792.0,682,167295000.0
0523,1999/03/22,532,199,1255.0,256.0,2101.0,535,145123400.0
0524,1999/03/24,036,214,765.0,356.0,1476.0,756,164314000.0
0525,1999/03/26,919,340,426.0,394.0,690.0,1007,174244800.0
0526,1999/03/29,357,560,1844.0,661.0,2554.0,893,176893600.0
0527,1999/03/31,593,322,1559.0,529.0,2892.0,670,164113200.0
0528,1999/04/02,743,220,891.0,251.0,1660.0,617,169751000.0
0529,1999/04/05,413,347,1165.0,463.0,1793.0,721,178427800.0
0530,1999/04/07,719,250,1043.0,364.0,2102.0,467,162554200.0
0531,1999/04/09,835,320,1557.0,491.0,2749.0,1162,167637200.0
0532,1999/04/12,277,184,357.0,262.0,571.0,697,171880800.0
0533,1999/04/14,200,156,200.0,158.0,409.0,532,160283200.0
0534,1999/04/16,432,174,1056.0,268.0,1720.0,736,173830200.0
0535,1999/04/19,205,249,931.0,338.0,1531.0,530,174615800.0
0536,1999/04/21,951,208,982.0,303.0,2002.0,910,164184600.0
0537,1999/04/23,998,729,387.0,615.0,476.0,1154,170174200.0
0538,1999/04/26,628,349,1161.0,504.0,1924.0,939,175213800.0
0539,1999/04/28,435,221,1234.0,339.0,2116.0,1169,163106000.0
0540,1999/04/30,154,187,894.0,244.0,1747.0,698,171221800.0
0541,1999/05/03,033,166,363.0,159.0,573.0,635,151023600.0
0542,1999/05/05,614,220,850.0,319.0,1468.0,586,134943200.0
0543,1999/05/07,362,312,1235.0,366.0,2211.0,820,167027800.0
0544,1999/05/10,269,314,1099.0,404.0,1812.0,681,174525600.0
0545,1999/05/12,838,197,331.0,256.0,540.0,1006,160206400.0
0546,1999/05/14,098,156,708.0,329.0,1561.0,722,167494400.0
0547,1999/05/17,806,184,715.0,307.0,1260.0,531,171195600.0
0548,1999/05/19,411,246,374.0,303.0,672.0,549,156202800.0
0549,1999/05/21,450,115,632.0,216.0,1324.0,624,161883800.0
0550,1999/05/24,666,745,,,,803,166708000.0
0551,1999/05/26,300,216,207.0,191.0,412.0,611,162698400.0
0552,1999/05/28,993,340,345.0,375.0,516.0,855,171667600.0
0553,1999/05/31,019,265,1221.0,387.0,2319.0,805,177962400.0
0554,1999/06/02,355,276,455.0,253.0,677.0,786,165975800.0
0555,1999/06/04,602,259,926.0,362.0,1478.0,641,175573200.0
0556,1999/06/07,331,371,422.0,399.0,577.0,846,165170200.0
0557,1999/06/09,443,236,298.0,254.0,404.0,563,155739200.0
0558,1999/06/11,666,959,,,,658,167184600.0
0559,1999/06/14,297,179,896.0,290.0,1814.0,667,165633400.0
0560,1999/06/16,057,166,815.0,216.0,1813.0,600,153706000.0
0561,1999/06/18,190,250,964.0,261.0,2046.0,536,160919400.0
0562,1999/06/21,382,218,1185.0,432.0,2430.0,775,179464600.0
0563,1999/06/23,080,135,255.0,154.0,512.0,412,163933200.0
0564,1999/06/25,732,454,1103.0,714.0,1827.0,1026,170223200.0
0565,1999/06/28,982,248,1076.0,300.0,2299.0,520,183337800.0
0566,1999/06/30,906,199,776.0,330.0,1631.0,526,172046200.0
0567,1999/07/02,433,491,469.0,581.0,558.0,1034,182647400.0
0568,1999/07/05,953,203,1275.0,283.0,2825.0,866,188751400.0
0569,1999/07/07,049,169,748.0,250.0,1507.0,675,175516200.0
0570,1999/07/09,587,278,830.0,338.0,1496.0,768,183574000.0
0571,1999/07/12,798,171,860.0,234.0,1453.0,1160,189403200.0
0572,1999/07/14,731,296,1313.0,419.0,2191.0,803,171898600.0
0573,1999/07/16,597,183,832.0,285.0,1358.0,534,179942400.0
0574,1999/07/19,910,328,1398.0,565.0,2463.0,679,184246600.0
0575,1999/07/21,939,245,406.0,308.0,737.0,788,158861800.0
0576,1999/07/23,487,180,605.0,276.0,1199.0,657,170701000.0
0577,1999/07/26,228,333,416.0,466.0,535.0,940,175324200.0
0578,1999/07/28,398,299,907.0,422.0,2043.0,1054,160486200.0
0579,1999/07/30,588,234,230.0,277.0,443.0,916,163320200.0
0580,1999/08/02,385,466,1763.0,801.0,3021.0,908,168576800.0
0581,1999/08/04,160,177,725.0,177.0,1528.0,404,154805000.0
0582,1999/08/06,315,498,1700.0,623.0,2763.0,662,162218200.0
0583,1999/08/09,850,240,1003.0,291.0,2267.0,560,155388000.0
0584,1999/08/11,085,157,710.0,207.0,1532.0,550,147532200.0
0585,1999/08/13,365,258,1237.0,376.0,2560.0,492,149955200.0
0586,1999/08/16,207,253,798.0,389.0,1503.0,493,152980000.0
0587,1999/08/18,569,156,630.0,256.0,1603.0,378,143904400.0
0588,1999/08/20,652,194,834.0,221.0,1612.0,801,156073000.0
0589,1999/08/23,485,226,833.0,343.0,1615.0,785,165562800.0
0590,1999/08/25,947,298,769.0,376.0,1538.0,600,161794200.0
0591,1999/08/27,046,159,644.0,233.0,1237.0,1284,168231400.0
0592,1999/08/30,036,246,971.0,345.0,1727.0,828,173272000.0
0593,1999/09/01,829,343,980.0,510.0,1874.0,793,159578800.0
0594,1999/09/03,130,239,913.0,299.0,1704.0,564,169482800.0
0595,1999/09/06,162,184,1116.0,263.0,2230.0,478,171238400.0
0596,1999/09/08,193,352,1000.0,461.0,1916.0,1078,154871800.0
0597,1999/09/10,429,256,926.0,443.0,1780.0,593,159187800.0
0598,1999/09/13,306,250,954.0,301.0,1608.0,371,164016600.0
0599,1999/09/15,554,140,204.0,262.0,391.0,540,134270000.0
0600,1999/09/17,752,307,1389.0,437.0,2324.0,540,158710600.0
0601,1999/09/20,421,249,1182.0,357.0,2045.0,683,162797400.0
0602,1999/09/22,979,162,204.0,134.0,435.0,866,140815600.0
0603,1999/09/24,699,160,190.0,160.0,407.0,831,141119800.0
0604,1999/09/27,939,200,387.0,249.0,663.0,697,158287400.0
0605,1999/09/29,030,214,293.0,227.0,531.0,503,150771000.0
0606,1999/10/01,638,212,1040.0,406.0,1788.0,838,156530000.0
0607,1999/10/04,405,280,673.0,340.0,1045.0,683,157019800.0
0608,1999/10/06,964,206,764.0,275.0,1517.0,700,143886600.0
0609,1999/10/08,178,200,724.0,288.0,1569.0,741,151478600.0
0610,1999/10/11,337,249,284.0,229.0,431.0,741,133034000.0
0611,1999/10/13,801,177,766.0,248.0,1522.0,352,136090400.0
0612,1999/10/15,730,233,860.0,307.0,1554.0,478,148295800.0
0613,1999/10/18,591,155,913.0,314.0,1624.0,697,154865400.0
0614,1999/10/20,369,439,1016.0,683.0,1713.0,531,139450200.0
0615,1999/10/22,142,131,892.0,240.0,1646.0,886,147716000.0
0616,1999/10/25,475,303,663.0,386.0,1302.0,667,156612600.0
0617,1999/10/27,092,147,701.0,202.0,1593.0,570,136853400.0
0618,1999/10/29,279,267,1180.0,421.0,2438.0,494,152661400.0
0619,1999/11/01,567,236,582.0,255.0,840.0,564,153143000.0
0620,1999/11/03,866,160,228.0,173.0,397.0,655,132641000.0
0621,1999/11/05,044,171,221.0,205.0,416.0,910,154067800.0
0622,1999/11/08,639,348,1278.0,460.0,2369.0,920,156645200.0
0623,1999/11/10,308,246,836.0,481.0,1604.0,488,147419800.0
0624,1999/11/12,675,115,654.0,138.0,1112.0,495,151319200.0
0625,1999/11/15,546,223,856.0,281.0,1673.0,774,158572600.0
0626,1999/11/17,588,149,221.0,190.0,311.0,604,147303400.0
0627,1999/11/19,472,200,1117.0,347.0,2023.0,643,159790600.0
0628,1999/11/22,201,230,1058.0,292.0,1582.0,413,160182800.0
0629,1999/11/24,118,328,392.0,442.0,515.0,710,137380600.0
0630,1999/11/26,223,335,431.0,439.0,692.0,1110,156998400.0
0631,1999/11/29,194,230,896.0,392.0,1570.0,674,161542200.0
0632,1999/12/01,182,208,1084.0,289.0,2336.0,705,148344000.0
0633,1999/12/03,446,174,215.0,216.0,354.0,535,154839400.0
0634,1999/12/06,382,236,1059.0,327.0,2116.0,487,162368600.0
0635,1999/12/08,669,252,292.0,388.0,444.0,588,146805800.0
0636,1999/12/10,403,227,604.0,347.0,1198.0,611,157589600.0
0637,1999/12/13,633,237,453.0,281.0,932.0,882,164977800.0
0638,1999/12/15,951,251,939.0,262.0,2011.0,803,156740600.0
0639,1999/12/17,783,205,791.0,318.0,1625.0,678,162958200.0
0640,1999/12/20,908,198,862.0,331.0,1768.0,499,167616000.0
0641,1999/12/22,636,208,321.0,238.0,530.0,764,154567600.0
0642,1999/12/24,433,240,289.0,286.0,480.0,661,156866400.0
0643,1999/12/27,364,326,1222.0,391.0,2208.0,607,170450600.0
0644,1999/12/29,949,252,399.0,305.0,684.0,600,163407400.0
0645,2000/01/05,584,202,820.0,290.0,1636.0,620,177167400.0
0646,2000/01/07,732,222,1085.0,332.0,2250.0,830,163290400.0
0647,2000/01/10,175,229,958.0,303.0,1543.0,604,153544800.0
0648,2000/01/12,044,117,204.0,157.0,409.0,564,150764200.0
0649,2000/01/14,282,242,402.0,233.0,702.0,949,167748200.0
0650,2000/01/17,969,369,444.0,491.0,596.0,1091,173893600.0
0651,2000/01/19,345,282,978.0,427.0,1331.0,675,157712400.0
0652,2000/01/21,258,440,1517.0,754.0,2622.0,786,164012000.0
0653,2000/01/24,037,227,885.0,295.0,1636.0,873,170512800.0
0654,2000/01/26,507,189,775.0,320.0,1657.0,517,158723600.0
0655,2000/01/28,798,249,815.0,369.0,1623.0,1299,166058200.0
0656,2000/01/31,028,162,900.0,269.0,1771.0,981,177471800.0
0657,2000/02/02,959,399,363.0,403.0,616.0,758,170004200.0
0658,2000/02/04,553,202,458.0,271.0,795.0,725,175614400.0
0659,2000/02/07,649,197,931.0,357.0,1613.0,539,182717200.0
0660,2000/02/09,875,213,809.0,262.0,1721.0,624,157443400.0
0661,2000/02/11,081,117,697.0,177.0,1723.0,576,156639800.0
0662,2000/02/14,646,334,417.0,447.0,479.0,799,173734800.0
0663,2000/02/16,070,123,230.0,148.0,449.0,771,156133000.0
0664,2000/02/18,195,291,874.0,371.0,1652.0,760,169563600.0
0665,2000/02/21,297,189,1085.0,370.0,2249.0,471,176243400.0
0666,2000/02/23,277,307,461.0,362.0,745.0,919,160505600.0
0667,2000/02/25,943,196,762.0,351.0,1809.0,595,165366600.0
0668,2000/02/28,157,244,896.0,320.0,1480.0,779,177977600.0
0669,2000/03/01,367,285,747.0,415.0,1399.0,532,164834400.0
0670,2000/03/03,811,254,383.0,283.0,612.0,714,176458400.0
0671,2000/03/06,682,241,1157.0,289.0,1868.0,1343,181400600.0
0672,2000/03/08,916,251,1027.0,394.0,2227.0,952,162061800.0
0673,2000/03/10,385,508,1714.0,974.0,3123.0,758,169133800.0
0674,2000/03/13,478,248,721.0,350.0,1318.0,722,170313600.0
0675,2000/03/15,944,200,290.0,269.0,598.0,855,154770400.0
0676,2000/03/17,830,153,779.0,324.0,1609.0,755,158348600.0
0677,2000/03/20,068,171,549.0,234.0,1142.0,696,145380400.0
0678,2000/03/22,628,246,838.0,392.0,1382.0,765,156208800.0
0679,2000/03/24,261,199,812.0,264.0,1749.0,385,162862000.0
0680,2000/03/27,277,330,458.0,400.0,704.0,637,172663800.0
0681,2000/03/29,503,292,889.0,415.0,1588.0,702,154909600.0
0682,2000/03/31,973,157,915.0,276.0,2102.0,565,164254600.0
0683,2000/04/03,632,300,1241.0,471.0,2270.0,807,169733400.0
0684,2000/04/05,715,245,952.0,401.0,1599.0,638,151421000.0
0685,2000/04/07,947,363,854.0,475.0,1598.0,921,163018000.0
0686,2000/04/10,790,145,594.0,196.0,1422.0,628,163106000.0
0687,2000/04/12,751,202,747.0,187.0,1493.0,494,149990800.0
0688,2000/04/14,232,197,324.0,186.0,545.0,740,162586400.0
0689,2000/04/17,042,252,1054.0,348.0,1994.0,674,170731200.0
0690,2000/04/19,274,297,1164.0,441.0,2024.0,694,154855800.0
0691,2000/04/21,132,200,953.0,220.0,1803.0,666,159686600.0
0692,2000/04/24,548,178,870.0,301.0,1822.0,729,171065800.0
0693,2000/04/26,094,150,721.0,190.0,1676.0,457,156250200.0
0694,2000/04/28,900,180,282.0,217.0,592.0,940,168060000.0
0695,2000/05/01,797,228,225.0,243.0,480.0,531,171783400.0
0696,2000/05/03,003,120,186.0,165.0,310.0,488,145882400.0
0697,2000/05/05,971,133,931.0,223.0,1900.0,508,138946600.0
0698,2000/05/08,907,310,1410.0,539.0,2596.0,513,172378800.0
0699,2000/05/10,278,288,1059.0,504.0,2172.0,496,158888200.0
0700,2000/05/12,232,227,335.0,265.0,544.0,1251,167364600.0
0701,2000/05/15,883,248,323.0,276.0,558.0,830,173752600.0
0702,2000/05/17,993,391,556.0,524.0,992.0,626,159132600.0
0703,2000/05/19,424,329,378.0,313.0,381.0,974,166171200.0
0704,2000/05/22,869,185,560.0,232.0,1152.0,1113,172459600.0
0705,2000/05/24,094,195,762.0,277.0,1597.0,428,154122600.0
0706,2000/05/26,948,250,808.0,339.0,1619.0,642,168809800.0
0707,2000/05/29,851,156,1112.0,290.0,2130.0,729,176548200.0
0708,2000/05/31,337,285,374.0,300.0,503.0,1068,158692400.0
0709,2000/06/02,762,215,1142.0,348.0,2875.0,834,170948800.0
0710,2000/06/05,114,338,421.0,417.0,459.0,757,169731000.0
0711,2000/06/07,755,122,296.0,137.0,455.0,749,150974600.0
0712,2000/06/09,428,294,959.0,492.0,1629.0,945,157422800.0
0713,2000/06/12,620,266,847.0,375.0,1544.0,525,167742800.0
0714,2000/06/14,943,190,683.0,289.0,1616.0,669,143211600.0
0715,2000/06/16,040,246,285.0,214.0,586.0,601,160576400.0
0716,2000/06/19,469,273,800.0,474.0,1617.0,840,163679200.0
0717,2000/06/21,743,214,751.0,305.0,1499.0,458,151765800.0
0718,2000/06/23,241,213,892.0,305.0,1657.0,452,163317400.0
0719,2000/06/26,234,306,1002.0,405.0,1585.0,643,173196200.0
0720,2000/06/28,217,251,992.0,389.0,2145.0,654,155903000.0
0721,2000/06/30,889,292,453.0,404.0,750.0,1090,170046200.0
0722,2000/07/03,214,296,1048.0,356.0,1733.0,560,171948200.0
0723,2000/07/05,739,262,838.0,410.0,1705.0,753,158413000.0
0724,2000/07/07,376,247,861.0,321.0,1614.0,1215,167151800.0
0725,2000/07/10,397,250,1043.0,353.0,1859.0,783,171789400.0
0726,2000/07/12,629,363,1020.0,496.0,1975.0,820,157153600.0
0727,2000/07/14,125,339,1292.0,575.0,2364.0,991,164937600.0
0728,2000/07/17,743,268,992.0,390.0,1829.0,707,165800400.0
0729,2000/07/19,189,195,881.0,344.0,1952.0,532,152141200.0
0730,2000/07/21,974,173,890.0,333.0,2124.0,599,150983800.0
0731,2000/07/24,808,196,338.0,349.0,609.0,629,155631800.0
0732,2000/07/26,715,238,896.0,474.0,1632.0,551,145003000.0
0733,2000/07/28,179,194,1002.0,344.0,2209.0,515,152555000.0
0734,2000/07/31,496,196,826.0,337.0,1753.0,637,156479200.0
0735,2000/08/02,610,211,494.0,276.0,1084.0,398,146126200.0
0736,2000/08/04,603,192,779.0,275.0,1586.0,574,152875400.0
0737,2000/08/07,821,207,848.0,325.0,1906.0,599,150505600.0
0738,2000/08/09,065,123,444.0,167.0,1078.0,409,138085800.0
0739,2000/08/11,918,226,829.0,438.0,1875.0,682,145730800.0
0740,2000/08/14,602,213,799.0,362.0,1407.0,404,134125600.0
0741,2000/08/16,054,91,548.0,163.0,1262.0,673,135442600.0
0742,2000/08/18,286,166,880.0,306.0,1875.0,595,148490400.0
0743,2000/08/21,854,160,1012.0,281.0,2257.0,329,155513800.0
0744,2000/08/23,946,317,821.0,417.0,1775.0,536,143996600.0
0745,2000/08/25,031,162,678.0,166.0,1633.0,869,155382400.0
0746,2000/08/28,134,172,848.0,307.0,1698.0,540,159270200.0
0747,2000/08/30,831,364,923.0,498.0,1690.0,444,147719000.0
0748,2000/09/01,617,280,685.0,372.0,1421.0,728,157797400.0
0749,2000/09/04,920,330,1216.0,527.0,2237.0,487,162144200.0
0750,2000/09/06,912,302,1157.0,547.0,2447.0,632,145269400.0
0751,2000/09/08,266,173,291.0,223.0,540.0,907,151442800.0
0752,2000/09/11,370,160,759.0,246.0,1731.0,572,146961400.0
0753,2000/09/13,208,205,643.0,329.0,1412.0,345,140605400.0
0754,2000/09/15,307,223,644.0,325.0,1224.0,362,136113400.0
0755,2000/09/18,982,182,988.0,371.0,2273.0,729,152092200.0
0756,2000/09/20,386,198,955.0,309.0,1983.0,371,139164800.0
0757,2000/09/22,375,298,1202.0,454.0,2125.0,631,144610200.0
